ICAO Empresa Aerea;Numero Voo;Codigo DI;Codigo Tipo Linha;ICAO Aerodromo Origem;ICAO Aerodromo Destino;Partida Prevista;Partida Real;Chegada Prevista;Chegada Real;Situacao Voo
AZU;4556;0;N;SBKP;SBGO;13/07/2020 14:15;13/07/2020 14:08;13/07/2020 15:50;13/07/2020 15:39;REALIZADO
AZU;4338;0;N;SBKP;SBCY;13/07/2020 14:20;13/07/2020 14:09;13/07/2020 16:25;13/07/2020 16:14;REALIZADO
AZU;4337;0;N;SBCY;SBKP;13/07/2020 14:25;13/07/2020 14:24;13/07/2020 16:30;13/07/2020 16:26;REALIZADO
AZU;4435;0;N;SBSL;SBRF;13/07/2020 14:30;13/07/2020 14:19;13/07/2020 16:25;13/07/2020 16:16;REALIZADO
AZU;4437;0;N;SBAR;SBRF;13/07/2020 14:30;13/07/2020 14:54;13/07/2020 15:50;13/07/2020 16:12;REALIZADO
TAM;3627;0;N;SBIL;SBGR;13/07/2020 14:30;13/07/2020 14:24;13/07/2020 16:40;13/07/2020 16:22;REALIZADO
TAM;3257;0;N;SBVT;SBGR;13/07/2020 14:35;13/07/2020 14:24;13/07/2020 16:10;13/07/2020 15:44;REALIZADO
TAM;4616;0;N;SBGO;SBGR;13/07/2020 14:35;13/07/2020 14:17;13/07/2020 16:15;13/07/2020 15:41;REALIZADO
AZU;4433;0;N;SBSN;SBBE;13/07/2020 14:40;13/07/2020 14:41;13/07/2020 16:00;13/07/2020 15:59;REALIZADO
AZU;4527;0;N;SBMO;SBRF;13/07/2020 14:40;13/07/2020 14:26;13/07/2020 15:30;13/07/2020 15:13;REALIZADO
GEC;8254;0;G;EDDF;GOBD;13/07/2020 14:40;;13/07/2020 20:50;;CANCELADO
GLO;1915;0;N;SBSV;SBSG;13/07/2020 14:40;;13/07/2020 16:10;;CANCELADO
TAM;3808;0;N;SBBR;SBSP;13/07/2020 14:40;13/07/2020 14:32;13/07/2020 16:25;13/07/2020 16:04;REALIZADO
TAM;3870;0;N;SBBR;SBMA;13/07/2020 14:40;13/07/2020 15:05;13/07/2020 16:40;13/07/2020 17:02;REALIZADO
AZU;4305;0;N;SBPA;SBKP;13/07/2020 14:45;13/07/2020 14:39;13/07/2020 16:20;13/07/2020 16:05;REALIZADO
AZU;4423;0;N;SBSI;SBCY;13/07/2020 14:45;13/07/2020 14:32;13/07/2020 15:40;13/07/2020 15:27;REALIZADO
AZU;4461;0;N;SBMA;SBBE;13/07/2020 14:45;13/07/2020 14:38;13/07/2020 16:00;13/07/2020 15:35;REALIZADO
GLO;1713;0;N;SBSV;SBSP;13/07/2020 14:45;13/07/2020 14:29;13/07/2020 17:25;13/07/2020 17:10;REALIZADO
AZU;4333;0;N;SBFZ;SBRF;13/07/2020 14:50;13/07/2020 14:47;13/07/2020 16:05;13/07/2020 15:59;REALIZADO
AZU;4425;0;N;SBJU;SBRF;13/07/2020 14:50;13/07/2020 14:40;13/07/2020 15:55;13/07/2020 15:40;REALIZADO
AZU;4463;0;N;SBHT;SBBE;13/07/2020 14:50;13/07/2020 14:43;13/07/2020 16:20;13/07/2020 16:05;REALIZADO
GLO;1707;0;N;SBSV;SBFZ;13/07/2020 14:50;13/07/2020 14:35;13/07/2020 16:35;13/07/2020 16:27;REALIZADO
GLO;1900;0;N;SBSV;SBRF;13/07/2020 14:50;13/07/2020 14:47;13/07/2020 16:05;13/07/2020 16:08;REALIZADO
GLO;1908;0;N;SBSV;SBCF;13/07/2020 14:50;13/07/2020 15:18;13/07/2020 16:35;13/07/2020 17:02;REALIZADO
TAM;4633;0;N;SBCF;SBGR;13/07/2020 14:50;13/07/2020 14:43;13/07/2020 16:05;13/07/2020 15:47;REALIZADO
AZU;4375;0;N;SBMQ;SBBE;13/07/2020 14:55;13/07/2020 14:54;13/07/2020 15:55;13/07/2020 15:49;REALIZADO
AZU;4381;0;N;SBBV;SBEG;13/07/2020 14:55;13/07/2020 14:59;13/07/2020 16:10;13/07/2020 16:21;REALIZADO
AZU;4385;0;N;SBRD;SBCY;13/07/2020 14:55;13/07/2020 14:45;13/07/2020 15:45;13/07/2020 15:24;REALIZADO
AZU;9211;0;N;SBPV;SBCY;13/07/2020 14:55;13/07/2020 14:49;13/07/2020 16:55;13/07/2020 16:39;REALIZADO
GLO;1917;0;N;SBSV;SBJP;13/07/2020 14:55;;13/07/2020 16:20;;CANCELADO
GLO;1930;0;N;SBSV;SBVC;13/07/2020 14:55;13/07/2020 14:48;13/07/2020 15:55;13/07/2020 15:45;REALIZADO
GLO;2277;0;N;SBSV;SBRJ;13/07/2020 14:55;13/07/2020 14:42;13/07/2020 17:15;13/07/2020 16:54;REALIZADO
TAM;3669;0;N;SBUL;SBGR;13/07/2020 14:55;13/07/2020 14:47;13/07/2020 16:10;13/07/2020 15:52;REALIZADO
TAM;4587;0;N;SBPJ;SBGR;13/07/2020 14:55;13/07/2020 14:51;13/07/2020 17:15;13/07/2020 17:02;REALIZADO
AZU;4535;0;N;SBAT;SBCY;13/07/2020 15:00;13/07/2020 15:16;13/07/2020 16:20;13/07/2020 16:26;REALIZADO
AZU;4561;0;N;SBJP;SBRF;13/07/2020 15:00;13/07/2020 14:47;13/07/2020 15:35;13/07/2020 15:19;REALIZADO
GLO;1301;0;N;SBFL;SBGR;13/07/2020 15:00;13/07/2020 14:58;13/07/2020 16:10;13/07/2020 16:03;REALIZADO
GLO;1903;0;N;SBSV;SBKP;13/07/2020 15:00;13/07/2020 14:44;13/07/2020 17:30;13/07/2020 17:20;REALIZADO
AZU;4427;0;N;SBPL;SBRF;13/07/2020 15:05;13/07/2020 15:40;13/07/2020 16:20;13/07/2020 16:52;REALIZADO
GLO;1893;0;N;SBBV;SBEG;13/07/2020 15:05;13/07/2020 14:54;13/07/2020 16:25;13/07/2020 16:13;REALIZADO
GLO;1926;0;N;SBSV;SBVT;13/07/2020 15:05;13/07/2020 14:52;13/07/2020 16:35;13/07/2020 16:24;REALIZADO
KLM;792;0;X;SBGR;EHAM;13/07/2020 15:05;13/07/2020 14:53;14/07/2020 02:35;14/07/2020 02:30;REALIZADO
OWT;5053;0;N;SBML;SBKP;13/07/2020 15:05;13/07/2020 14:59;13/07/2020 16:25;13/07/2020 16:16;REALIZADO
TAM;3267;0;N;SBPS;SBGR;13/07/2020 15:05;13/07/2020 15:08;13/07/2020 17:10;13/07/2020 17:07;REALIZADO
TAM;3370;0;N;SBCY;SBGR;13/07/2020 15:05;13/07/2020 14:57;13/07/2020 17:20;13/07/2020 17:02;REALIZADO
TAM;3422;0;N;SBCG;SBBR;13/07/2020 15:05;13/07/2020 14:57;13/07/2020 16:45;13/07/2020 16:25;REALIZADO
TAM;4696;0;N;SBFI;SBGR;13/07/2020 15:05;13/07/2020 14:55;13/07/2020 16:40;13/07/2020 16:34;REALIZADO
AFR;457;0;X;SBGR;LFPG;13/07/2020 15:10;13/07/2020 15:02;14/07/2020 02:35;14/07/2020 02:36;REALIZADO
AZU;4439;0;N;SBSG;SBRF;13/07/2020 15:10;13/07/2020 15:01;13/07/2020 16:05;13/07/2020 15:44;REALIZADO
GLO;2213;0;N;SBFZ;SBGL;13/07/2020 15:10;13/07/2020 16:05;13/07/2020 18:25;13/07/2020 19:09;REALIZADO
GLO;2221;0;N;SBSG;SBGL;13/07/2020 15:10;13/07/2020 14:54;13/07/2020 18:10;13/07/2020 17:55;REALIZADO
TAM;3625;0;N;SBBR;SBGR;13/07/2020 15:10;13/07/2020 15:01;13/07/2020 16:55;13/07/2020 16:29;REALIZADO
GLO;1871;0;N;SBTE;SBSL;13/07/2020 15:15;13/07/2020 14:58;13/07/2020 16:20;13/07/2020 15:53;REALIZADO
GLO;1897;0;N;SBMQ;SBBE;13/07/2020 15:15;13/07/2020 15:10;13/07/2020 16:10;13/07/2020 16:03;REALIZADO
GLO;2225;0;N;SBRF;SBGL;13/07/2020 15:15;13/07/2020 15:13;13/07/2020 18:15;13/07/2020 17:56;REALIZADO
PAM;5912;0;N;SBHT;SBBE;13/07/2020 15:15;13/07/2020 16:24;13/07/2020 16:40;13/07/2020 17:43;REALIZADO
TAM;3269;0;N;SBAR;SBGR;13/07/2020 15:15;13/07/2020 15:10;13/07/2020 18:00;13/07/2020 17:41;REALIZADO
TAM;3287;0;N;SBPA;SBGR;13/07/2020 15:15;13/07/2020 15:06;13/07/2020 16:55;13/07/2020 16:38;REALIZADO
TAM;3637;0;N;SBSV;SBGR;13/07/2020 15:15;13/07/2020 15:12;13/07/2020 17:50;13/07/2020 17:29;REALIZADO
AZU;4391;0;N;SBSR;SBKP;13/07/2020 15:20;13/07/2020 15:11;13/07/2020 16:25;13/07/2020 16:21;REALIZADO
TAM;3599;0;N;SBCY;SBBR;13/07/2020 15:20;13/07/2020 15:18;13/07/2020 16:50;13/07/2020 16:50;REALIZADO
AZU;4511;0;N;SBMG;SBKP;13/07/2020 15:25;13/07/2020 15:09;13/07/2020 16:40;13/07/2020 16:11;REALIZADO
TAM;3359;0;N;SBIZ;SBGR;13/07/2020 15:25;13/07/2020 16:02;13/07/2020 18:25;13/07/2020 18:55;REALIZADO
AZU;4311;0;N;SBCT;SBKP;13/07/2020 15:30;13/07/2020 15:22;13/07/2020 16:35;13/07/2020 16:20;REALIZADO
AZU;4319;0;N;SBCF;SBKP;13/07/2020 15:30;13/07/2020 15:31;13/07/2020 16:45;13/07/2020 16:34;REALIZADO
AZU;4353;0;N;SBRJ;SBKP;13/07/2020 15:30;13/07/2020 15:51;13/07/2020 16:40;13/07/2020 16:49;REALIZADO
AZU;4401;0;N;SBLO;SBKP;13/07/2020 15:30;13/07/2020 15:20;13/07/2020 16:40;13/07/2020 16:27;REALIZADO
BAW;246;2;X;SBGR;EGLL;13/07/2020 15:30;13/07/2020 15:30;14/07/2020 02:55;14/07/2020 06:55;REALIZADO
GLO;1911;0;N;SBSN;SBBE;13/07/2020 15:30;13/07/2020 15:13;13/07/2020 16:50;13/07/2020 16:39;REALIZADO
OWT;5591;0;N;SWHP;SBCY;13/07/2020 15:30;13/07/2020 15:20;13/07/2020 17:10;13/07/2020 17:10;REALIZADO
TAM;3929;0;N;SBSR;SBSP;13/07/2020 15:30;13/07/2020 15:19;13/07/2020 16:35;13/07/2020 16:17;REALIZADO
AZU;4367;0;N;SBFL;SBCH;13/07/2020 15:35;13/07/2020 15:25;13/07/2020 16:35;13/07/2020 16:33;REALIZADO
AZU;4459;0;N;SBSL;SBCF;13/07/2020 15:35;13/07/2020 15:24;13/07/2020 18:20;13/07/2020 18:08;REALIZADO
GLO;1806;0;N;SBBR;SBRJ;13/07/2020 15:35;13/07/2020 15:20;13/07/2020 17:20;13/07/2020 16:57;REALIZADO
GLO;1894;0;N;SBRB;SBBR;13/07/2020 15:35;13/07/2020 15:23;13/07/2020 18:55;13/07/2020 18:31;REALIZADO
AZU;4389;0;N;SBRP;SBKP;13/07/2020 15:45;13/07/2020 15:38;13/07/2020 16:45;13/07/2020 16:39;REALIZADO
GLO;1750;0;N;SBIL;SBPS;13/07/2020 15:45;13/07/2020 15:44;13/07/2020 16:40;13/07/2020 16:23;REALIZADO
TAM;3321;0;N;SBRF;SBGR;13/07/2020 15:45;13/07/2020 15:55;13/07/2020 19:00;13/07/2020 19:02;REALIZADO
TAM;3989;0;N;SBCG;SBGR;13/07/2020 15:45;13/07/2020 15:48;13/07/2020 17:25;13/07/2020 17:25;REALIZADO
AZU;4415;0;N;SBVT;SBRJ;13/07/2020 15:50;13/07/2020 15:37;13/07/2020 17:10;13/07/2020 17:02;REALIZADO
TAM;4606;0;N;SBSL;SBGR;13/07/2020 15:55;13/07/2020 16:00;13/07/2020 19:25;13/07/2020 19:15;REALIZADO
GLO;2252;0;N;SBRJ;SBPA;13/07/2020 16:00;13/07/2020 15:57;13/07/2020 17:50;13/07/2020 18:00;REALIZADO
OWT;5402;0;C;SBSL;SBBE;13/07/2020 16:00;;13/07/2020 18:10;;CANCELADO
TAM;3667;0;N;SBTE;SBGR;13/07/2020 16:00;13/07/2020 15:50;13/07/2020 19:10;13/07/2020 18:47;REALIZADO
TAM;3925;0;N;SBRJ;SBSP;13/07/2020 16:00;13/07/2020 15:53;13/07/2020 17:05;13/07/2020 16:53;REALIZADO
TAM;9555;2;I;EHAM;SBGR;13/07/2020 16:00;13/07/2020 15:46;14/07/2020 04:00;14/07/2020 03:01;REALIZADO
GLO;2217;0;N;SBJP;SBGL;13/07/2020 16:05;13/07/2020 15:40;13/07/2020 19:00;13/07/2020 18:36;REALIZADO
OWT;5585;0;N;SWPI;SWMW;13/07/2020 16:10;13/07/2020 15:55;13/07/2020 16:40;13/07/2020 16:30;REALIZADO
TAM;3613;0;N;SBRJ;SBGR;13/07/2020 16:10;13/07/2020 16:01;13/07/2020 17:15;13/07/2020 16:57;REALIZADO
GLO;2205;0;N;SBSV;SBGL;13/07/2020 16:20;13/07/2020 16:23;13/07/2020 18:25;13/07/2020 18:27;REALIZADO
FDX;41;0;X;SBKP;KMEM;13/07/2020 16:25;13/07/2020 15:59;14/07/2020 02:35;14/07/2020 02:05;REALIZADO
TPA;4056;0;G;SBEG;SKBO;13/07/2020 16:30;;13/07/2020 18:20;;CANCELADO
DLH;506;0;X;EDDF;SBGR;13/07/2020 16:35;13/07/2020 16:50;14/07/2020 04:25;14/07/2020 04:09;REALIZADO
TAM;3815;0;N;SBFZ;SBGR;13/07/2020 16:40;13/07/2020 16:36;13/07/2020 20:15;13/07/2020 19:54;REALIZADO
GLO;1308;0;N;SBGR;SBPA;13/07/2020 16:50;13/07/2020 16:41;13/07/2020 18:30;13/07/2020 18:29;REALIZADO
KLM;791;0;X;EHAM;SBGR;13/07/2020 16:50;13/07/2020 16:41;14/07/2020 04:55;14/07/2020 04:17;REALIZADO
GLO;1138;0;N;SBGR;SBCG;13/07/2020 16:55;13/07/2020 16:42;13/07/2020 18:40;13/07/2020 18:35;REALIZADO
GLO;1877;0;N;SBRF;SBBR;13/07/2020 16:55;13/07/2020 16:48;13/07/2020 19:40;13/07/2020 19:23;REALIZADO
GLO;1897;0;N;SBBE;SBBR;13/07/2020 16:55;13/07/2020 17:03;13/07/2020 19:30;13/07/2020 19:29;REALIZADO
OWT;5585;0;N;SWMW;SBEG;13/07/2020 16:55;;13/07/2020 17:55;;CANCELADO
AZU;4375;0;N;SBBE;SBKP;13/07/2020 17:00;13/07/2020 16:52;13/07/2020 20:30;13/07/2020 20:09;REALIZADO
AZU;4381;0;N;SBEG;SBKP;13/07/2020 17:00;13/07/2020 17:06;13/07/2020 20:35;13/07/2020 20:40;REALIZADO
GLO;1446;0;N;SBGR;SBCF;13/07/2020 17:00;13/07/2020 16:54;13/07/2020 18:10;13/07/2020 18:04;REALIZADO
GLO;1753;0;N;SBVC;SBGR;13/07/2020 17:00;13/07/2020 16:54;13/07/2020 19:00;13/07/2020 18:49;REALIZADO
GLO;1873;0;N;SBJP;SBBR;13/07/2020 17:00;13/07/2020 16:45;13/07/2020 19:45;13/07/2020 19:11;REALIZADO
PTB;2267;0;N;SWLC;SBGR;13/07/2020 17:00;;13/07/2020 19:05;;CANCELADO
TAM;3028;0;N;SBRJ;SBBR;13/07/2020 17:00;13/07/2020 16:48;13/07/2020 18:45;13/07/2020 18:32;REALIZADO
AZU;4433;0;N;SBBE;SBRF;13/07/2020 17:05;13/07/2020 17:00;13/07/2020 19:35;13/07/2020 19:34;REALIZADO
GLO;1214;0;N;SBGR;SBCT;13/07/2020 17:05;13/07/2020 17:05;13/07/2020 18:10;13/07/2020 18:10;REALIZADO
GLO;1893;0;N;SBEG;SBBR;13/07/2020 17:05;13/07/2020 16:59;13/07/2020 20:00;13/07/2020 19:48;REALIZADO
PTB;2273;0;N;SWGN;SBBR;13/07/2020 17:05;13/07/2020 16:58;13/07/2020 19:35;13/07/2020 19:22;REALIZADO
GLO;1322;0;N;SBGR;SBFL;13/07/2020 17:10;13/07/2020 16:57;13/07/2020 18:25;13/07/2020 18:09;REALIZADO
GLO;1871;0;N;SBSL;SBBR;13/07/2020 17:10;13/07/2020 16:53;13/07/2020 19:45;13/07/2020 19:17;REALIZADO
GLO;1875;0;N;SBSG;SBBR;13/07/2020 17:10;;13/07/2020 20:00;;CANCELADO
QTR;8148;0;G;KDFW;ELLX;13/07/2020 17:10;;14/07/2020 02:45;;CANCELADO
THY;6440;0;G;GOBD;LTBA;13/07/2020 17:10;;13/07/2020 23:40;;CANCELADO
AZU;4379;0;N;SBTE;SBKP;13/07/2020 17:15;13/07/2020 17:07;13/07/2020 20:20;13/07/2020 19:56;REALIZADO
AZU;4519;0;N;SBRF;SBGR;13/07/2020 17:15;13/07/2020 17:11;13/07/2020 20:35;13/07/2020 20:05;REALIZADO
DLH;500;0;I;EDDF;SBGL;13/07/2020 17:15;;14/07/2020 05:35;;CANCELADO
GLO;1703;0;N;SBBE;SBGR;13/07/2020 17:15;13/07/2020 17:27;13/07/2020 21:00;13/07/2020 20:56;REALIZADO
GLO;1707;0;N;SBFZ;SBRF;13/07/2020 17:15;13/07/2020 17:10;13/07/2020 18:25;13/07/2020 18:19;REALIZADO
MPH;6911;0;X;EHAM;SBKP;13/07/2020 17:15;13/07/2020 17:16;14/07/2020 04:55;14/07/2020 04:37;REALIZADO
GLO;1750;0;N;SBPS;SBGR;13/07/2020 17:20;13/07/2020 17:05;13/07/2020 19:20;13/07/2020 18:57;REALIZADO
GLO;1889;0;N;SBPJ;SBBR;13/07/2020 17:20;13/07/2020 17:08;13/07/2020 18:40;13/07/2020 18:19;REALIZADO
GLO;2231;0;N;SBVT;SBGL;13/07/2020 17:20;13/07/2020 17:06;13/07/2020 18:30;13/07/2020 18:11;REALIZADO
OWT;5054;0;N;SBKP;SBML;13/07/2020 17:20;13/07/2020 17:15;13/07/2020 18:40;13/07/2020 18:42;REALIZADO
AZU;4304;0;N;SBKP;SBPA;13/07/2020 17:25;13/07/2020 17:21;13/07/2020 19:10;13/07/2020 19:07;REALIZADO
AZU;4564;0;N;SBKP;SBFL;13/07/2020 17:25;13/07/2020 17:38;13/07/2020 18:35;13/07/2020 18:59;REALIZADO
AZU;4320;0;N;SBKP;SBCF;13/07/2020 17:30;13/07/2020 17:36;13/07/2020 18:45;13/07/2020 18:39;REALIZADO
AZU;4333;0;N;SBRF;SBKP;13/07/2020 17:30;13/07/2020 17:23;13/07/2020 20:45;13/07/2020 20:18;REALIZADO
GLO;1711;0;N;SBSG;SBGR;13/07/2020 17:30;13/07/2020 17:21;13/07/2020 21:00;13/07/2020 20:34;REALIZADO
GLO;2247;0;N;SBPA;SBGL;13/07/2020 17:30;13/07/2020 17:17;13/07/2020 19:30;13/07/2020 19:11;REALIZADO
TAM;3948;0;N;SBSP;SBRJ;13/07/2020 17:30;13/07/2020 17:20;13/07/2020 18:35;13/07/2020 18:12;REALIZADO
AZU;4201;0;N;SBRF;SBSP;13/07/2020 17:35;13/07/2020 17:45;13/07/2020 20:55;13/07/2020 20:47;REALIZADO
AZU;4354;0;N;SBKP;SBRJ;13/07/2020 17:35;13/07/2020 17:44;13/07/2020 18:40;13/07/2020 18:45;REALIZADO
AZU;4367;0;N;SBCH;SBKP;13/07/2020 17:35;13/07/2020 17:25;13/07/2020 19:10;13/07/2020 18:40;REALIZADO
AZU;4371;0;N;SBSV;SBKP;13/07/2020 17:35;13/07/2020 17:32;13/07/2020 20:05;13/07/2020 19:55;REALIZADO
GLO;1765;0;N;SBSL;SBGR;13/07/2020 17:35;13/07/2020 17:36;13/07/2020 21:10;13/07/2020 20:53;REALIZADO
GLO;1785;0;N;SBFZ;SBGR;13/07/2020 17:35;13/07/2020 17:35;13/07/2020 21:10;13/07/2020 20:49;REALIZADO
TAM;3405;0;N;SBBR;SBSV;13/07/2020 17:35;13/07/2020 17:23;13/07/2020 19:30;13/07/2020 19:14;REALIZADO
AZU;4312;0;N;SBKP;SBCT;13/07/2020 17:40;13/07/2020 17:38;13/07/2020 18:45;13/07/2020 18:30;REALIZADO
AZU;4558;0;N;SBKP;SBNF;13/07/2020 17:40;13/07/2020 17:45;13/07/2020 19:05;13/07/2020 19:16;REALIZADO
GLO;1068;0;N;SBGR;SBGL;13/07/2020 17:40;13/07/2020 17:35;13/07/2020 18:50;13/07/2020 18:34;REALIZADO
GLO;1171;0;N;SBSI;SBGR;13/07/2020 17:40;;13/07/2020 20:15;;CANCELADO
GLO;1727;0;N;SBRF;SBGR;13/07/2020 17:40;13/07/2020 17:31;13/07/2020 21:00;13/07/2020 20:34;REALIZADO
GLO;1911;0;N;SBBE;SBFZ;13/07/2020 17:40;13/07/2020 17:29;13/07/2020 19:30;13/07/2020 19:29;REALIZADO
AZU;4503;0;N;SBRF;SBCF;13/07/2020 17:45;13/07/2020 17:48;13/07/2020 20:25;13/07/2020 20:03;REALIZADO
AZU;4548;0;N;SBKP;SBBR;13/07/2020 17:45;13/07/2020 17:44;13/07/2020 19:30;13/07/2020 19:21;REALIZADO
GLO;1735;0;N;SBMO;SBGR;13/07/2020 17:45;;13/07/2020 20:50;;CANCELADO
AZU;4339;0;N;SBCY;SBKP;13/07/2020 17:50;13/07/2020 17:32;13/07/2020 19:50;13/07/2020 19:28;REALIZADO
LAN;750;0;X;SCEL;SBGR;13/07/2020 17:50;13/07/2020 17:36;13/07/2020 21:30;13/07/2020 21:07;REALIZADO
TAM;3722;0;N;SBSP;SBBR;13/07/2020 17:50;13/07/2020 17:41;13/07/2020 19:35;13/07/2020 19:19;REALIZADO
TAM;4735;0;N;SBMA;SBBR;13/07/2020 17:50;13/07/2020 17:50;13/07/2020 19:50;13/07/2020 19:45;REALIZADO
AZU;4415;0;N;SBRJ;SBCF;13/07/2020 17:55;13/07/2020 17:48;13/07/2020 19:15;13/07/2020 19:13;REALIZADO
GLO;1131;0;N;SBCY;SBGR;13/07/2020 17:55;13/07/2020 17:42;13/07/2020 20:15;13/07/2020 19:47;REALIZADO
GLO;1769;0;N;SBTE;SBGR;13/07/2020 17:55;13/07/2020 17:42;13/07/2020 21:10;13/07/2020 20:28;REALIZADO
GLO;1773;0;N;SBAR;SBGR;13/07/2020 17:55;13/07/2020 17:50;13/07/2020 20:45;13/07/2020 20:17;REALIZADO
AZU;4332;0;N;SBKP;SBRF;13/07/2020 18:00;13/07/2020 17:55;13/07/2020 20:55;13/07/2020 20:59;REALIZADO
AZU;4535;0;N;SBCY;SBCG;13/07/2020 18:00;13/07/2020 17:50;13/07/2020 19:15;13/07/2020 18:52;REALIZADO
GLO;1112;0;N;SBSP;SBBR;13/07/2020 18:00;13/07/2020 17:48;13/07/2020 19:50;13/07/2020 19:30;REALIZADO
OWT;5620;0;C;SBPL;SBFZ;13/07/2020 18:00;13/07/2020 17:45;13/07/2020 20:35;13/07/2020 20:10;REALIZADO
PTB;2317;0;N;SBRP;SBGR;13/07/2020 18:00;;13/07/2020 19:15;;CANCELADO
AZU;8750;0;I;SBKP;LPPT;13/07/2020 18:05;13/07/2020 18:07;14/07/2020 03:50;14/07/2020 04:06;REALIZADO
GLO;1803;0;N;SBRJ;SBBR;13/07/2020 18:05;13/07/2020 17:59;13/07/2020 19:55;13/07/2020 19:52;REALIZADO
AZU;4419;0;N;SBCY;SBCF;13/07/2020 18:10;13/07/2020 18:06;13/07/2020 20:10;13/07/2020 20:00;REALIZADO
GLO;1719;0;N;SBSV;SBGR;13/07/2020 18:10;13/07/2020 18:04;13/07/2020 20:50;13/07/2020 20:21;REALIZADO
GLO;1887;0;N;SBSV;SBBR;13/07/2020 18:10;13/07/2020 17:47;13/07/2020 20:05;13/07/2020 19:46;REALIZADO
TAM;4689;0;N;SBGR;SBBR;13/07/2020 18:10;13/07/2020 18:01;13/07/2020 19:50;13/07/2020 19:38;REALIZADO
AZU;4307;0;N;SBPA;SBKP;13/07/2020 18:15;13/07/2020 18:06;13/07/2020 19:50;13/07/2020 19:33;REALIZADO
TAM;3337;0;N;SBGR;SBPA;13/07/2020 18:15;13/07/2020 18:07;13/07/2020 19:50;13/07/2020 19:50;REALIZADO
TAM;3868;0;N;SBGR;SBGO;13/07/2020 18:15;13/07/2020 18:09;13/07/2020 19:50;13/07/2020 19:44;REALIZADO
AZU;4409;0;N;SBVT;SBKP;13/07/2020 18:20;13/07/2020 18:09;13/07/2020 19:55;13/07/2020 19:37;REALIZADO
AZU;4397;0;N;SBBR;SBKP;13/07/2020 18:25;13/07/2020 18:13;13/07/2020 20:10;13/07/2020 19:45;REALIZADO
BAW;247;2;X;EGLL;SBGR;13/07/2020 18:25;13/07/2020 21:25;14/07/2020 06:10;14/07/2020 06:10;REALIZADO
AZU;4457;0;N;SBRJ;SBSP;13/07/2020 18:30;13/07/2020 18:29;13/07/2020 19:35;13/07/2020 19:25;REALIZADO
AZU;4537;0;N;SBCY;SBGR;13/07/2020 18:30;13/07/2020 18:14;13/07/2020 20:55;13/07/2020 20:19;REALIZADO
AZU;4543;0;N;SBRF;SBRJ;13/07/2020 18:30;13/07/2020 18:19;13/07/2020 21:20;13/07/2020 20:56;REALIZADO
GLO;2251;0;N;SBPA;SBRJ;13/07/2020 18:30;13/07/2020 18:31;13/07/2020 20:20;13/07/2020 20:11;REALIZADO
TAM;3399;0;N;SBGR;SBVT;13/07/2020 18:30;13/07/2020 18:19;13/07/2020 20:00;13/07/2020 19:43;REALIZADO
AFR;454;0;X;LFPG;SBGR;13/07/2020 18:35;13/07/2020 18:40;14/07/2020 06:30;14/07/2020 05:58;REALIZADO
AZU;4430;0;N;SBRF;SBBR;13/07/2020 18:35;13/07/2020 18:27;13/07/2020 21:15;13/07/2020 20:58;REALIZADO
LTG;8473;0;G;KMIA;SBGL;13/07/2020 18:35;13/07/2020 18:57;14/07/2020 03:10;14/07/2020 03:30;REALIZADO
TAM;3662;0;N;SBGR;SBFL;13/07/2020 18:35;13/07/2020 18:28;13/07/2020 19:50;13/07/2020 19:38;REALIZADO
GLO;2909;0;N;SBRJ;SBSP;13/07/2020 18:45;13/07/2020 18:32;13/07/2020 19:50;13/07/2020 19:31;REALIZADO
LTG;8487;0;G;SBCT;SBKP;13/07/2020 18:45;13/07/2020 21:55;13/07/2020 19:40;13/07/2020 22:47;REALIZADO
OWT;5552;0;N;SBBE;SBSN;13/07/2020 18:45;13/07/2020 18:36;13/07/2020 21:40;13/07/2020 21:12;REALIZADO
UAE;9917;9;X;GOBD;SBGR;13/07/2020 18:45;13/07/2020 21:50;14/07/2020 01:30;14/07/2020 03:58;REALIZADO
AZU;4359;0;N;SBCG;SBKP;13/07/2020 18:50;13/07/2020 18:44;13/07/2020 20:25;13/07/2020 20:14;REALIZADO
AZU;4454;0;N;SBSP;SBCF;13/07/2020 18:50;13/07/2020 18:45;13/07/2020 20:05;13/07/2020 19:51;REALIZADO
AZU;4557;0;N;SBGO;SBKP;13/07/2020 18:55;13/07/2020 18:52;13/07/2020 20:30;13/07/2020 20:20;REALIZADO
OWT;5403;0;C;SBSL;SBBE;13/07/2020 18:55;;13/07/2020 21:05;;CANCELADO
SID;9304;7;C;SBEG;SBBR;13/07/2020 19:00;13/07/2020 18:50;13/07/2020 21:55;13/07/2020 21:50;REALIZADO
TAM;3498;0;N;SBGR;SBNF;13/07/2020 19:00;13/07/2020 19:09;13/07/2020 20:10;13/07/2020 20:25;REALIZADO
GLO;1707;0;N;SBRF;SBSP;13/07/2020 19:05;13/07/2020 19:02;13/07/2020 22:15;13/07/2020 22:11;REALIZADO
OWT;5055;0;N;SBML;SBKP;13/07/2020 19:05;13/07/2020 18:54;13/07/2020 20:25;13/07/2020 20:15;REALIZADO
TAM;4707;0;N;SBGR;SBCF;13/07/2020 19:05;13/07/2020 18:55;13/07/2020 20:15;13/07/2020 20:07;REALIZADO
