ICAO Empresa Aerea;Numero Voo;Codigo DI;Codigo Tipo Linha;ICAO Aerodromo Origem;ICAO Aerodromo Destino;Partida Prevista;Partida Real;Chegada Prevista;Chegada Real;Situacao Voo
TAM;3366;0;N;SBGR;SBJP;10/07/2020 11:30;10/07/2020 11:30;10/07/2020 14:35;10/07/2020 14:33;REALIZADO
OWT;5580;0;N;SNYA;SBBE;10/07/2020 11:35;10/07/2020 11:15;10/07/2020 13:25;10/07/2020 13:11;REALIZADO
TAM;3294;0;N;SBGR;SBMO;10/07/2020 11:35;10/07/2020 11:32;10/07/2020 14:20;10/07/2020 14:17;REALIZADO
TAM;3335;0;N;SBGR;SBIZ;10/07/2020 11:35;10/07/2020 11:37;10/07/2020 14:40;10/07/2020 14:37;REALIZADO
TAM;4674;0;N;SBBR;SBBV;10/07/2020 11:40;10/07/2020 11:37;10/07/2020 15:15;10/07/2020 15:17;REALIZADO
TAM;3626;0;N;SBGR;SBIL;10/07/2020 11:45;10/07/2020 11:45;10/07/2020 13:45;10/07/2020 13:40;REALIZADO
AZU;4366;0;N;SBFL;SBCH;10/07/2020 11:50;10/07/2020 11:43;10/07/2020 12:55;10/07/2020 12:47;REALIZADO
GLO;2276;0;N;SBRJ;SBSV;10/07/2020 11:50;10/07/2020 11:44;10/07/2020 13:50;10/07/2020 13:48;REALIZADO
OWT;5540;0;N;SWKO;SBEG;10/07/2020 11:50;10/07/2020 11:35;10/07/2020 13:20;10/07/2020 12:50;REALIZADO
TAM;3169;0;N;SBGR;SBPJ;10/07/2020 11:50;10/07/2020 11:45;10/07/2020 14:10;10/07/2020 14:09;REALIZADO
TAM;3530;0;N;SBGR;SBSL;10/07/2020 11:50;10/07/2020 11:47;10/07/2020 15:10;10/07/2020 15:13;REALIZADO
AZU;5245;0;N;SBTF;SBTT;10/07/2020 11:55;10/07/2020 11:30;10/07/2020 13:05;10/07/2020 12:30;REALIZADO
TAM;3368;0;N;SBGR;SBCY;10/07/2020 11:55;10/07/2020 11:45;10/07/2020 14:10;10/07/2020 13:56;REALIZADO
AZU;4442;0;N;SBRJ;SBBR;10/07/2020 12:00;10/07/2020 12:09;10/07/2020 13:45;10/07/2020 14:02;REALIZADO
GLO;1805;0;N;SBRJ;SBBR;10/07/2020 12:00;10/07/2020 12:04;10/07/2020 13:45;10/07/2020 13:53;REALIZADO
TAM;3706;0;N;SBSP;SBBR;10/07/2020 12:00;10/07/2020 11:51;10/07/2020 13:45;10/07/2020 13:30;REALIZADO
TAM;3926;0;N;SBSP;SBSR;10/07/2020 12:00;10/07/2020 11:56;10/07/2020 13:05;10/07/2020 12:56;REALIZADO
OWT;5551;0;N;SBIH;SBSN;10/07/2020 12:05;10/07/2020 11:56;10/07/2020 13:10;10/07/2020 13:01;REALIZADO
TAM;3268;0;N;SBGR;SBAR;10/07/2020 12:05;10/07/2020 11:59;10/07/2020 14:30;10/07/2020 14:30;REALIZADO
TAM;3312;0;N;SBGR;SBFZ;10/07/2020 12:05;10/07/2020 12:21;10/07/2020 15:30;10/07/2020 15:40;REALIZADO
TAM;3554;0;N;SBGR;SBSV;10/07/2020 12:05;10/07/2020 12:07;10/07/2020 14:20;10/07/2020 14:20;REALIZADO
AZU;9210;0;N;SBCY;SBPV;10/07/2020 12:10;10/07/2020 12:19;10/07/2020 14:05;10/07/2020 14:09;REALIZADO
TAM;3574;0;N;SBGR;SBGO;10/07/2020 12:10;10/07/2020 12:11;10/07/2020 13:45;10/07/2020 13:46;REALIZADO
TAM;4650;0;N;SBGR;SBTE;10/07/2020 12:10;10/07/2020 12:07;10/07/2020 15:15;10/07/2020 15:23;REALIZADO
TAM;3495;0;N;SBSV;SBGR;10/07/2020 12:15;10/07/2020 12:08;10/07/2020 14:45;10/07/2020 14:32;REALIZADO
GLO;1741;0;N;SBJP;SBGR;10/07/2020 12:20;10/07/2020 12:12;10/07/2020 15:40;10/07/2020 15:24;REALIZADO
TAM;3356;0;N;SBGR;SBEG;10/07/2020 12:20;10/07/2020 12:26;10/07/2020 16:20;10/07/2020 16:18;REALIZADO
TAM;3707;0;N;SBGR;SBPS;10/07/2020 12:20;10/07/2020 12:19;10/07/2020 14:10;10/07/2020 14:01;REALIZADO
TAM;4538;0;N;SBGR;SBVT;10/07/2020 12:20;10/07/2020 12:15;10/07/2020 13:50;10/07/2020 13:34;REALIZADO
AZU;4328;0;N;SBRF;SBFZ;10/07/2020 12:25;10/07/2020 13:17;10/07/2020 13:45;10/07/2020 14:29;REALIZADO
AZU;4432;0;N;SBBE;SBSN;10/07/2020 12:25;10/07/2020 12:58;10/07/2020 13:50;10/07/2020 14:20;REALIZADO
GLO;1706;0;N;SBFZ;SBSV;10/07/2020 12:25;10/07/2020 12:38;10/07/2020 14:10;10/07/2020 14:17;REALIZADO
GLO;1909;0;N;SBCF;SBSV;10/07/2020 12:25;10/07/2020 12:07;10/07/2020 14:10;10/07/2020 13:52;REALIZADO
GLO;1914;0;N;SBSG;SBSV;10/07/2020 12:25;10/07/2020 12:11;10/07/2020 13:55;10/07/2020 13:53;REALIZADO
LTG;8450;0;G;SBEG;SEQM;10/07/2020 12:25;10/07/2020 12:17;10/07/2020 15:25;10/07/2020 15:30;REALIZADO
AZU;4436;0;N;SBRF;SBAR;10/07/2020 12:30;10/07/2020 12:29;10/07/2020 13:50;10/07/2020 13:44;REALIZADO
AZU;4462;0;N;SBBE;SBHT;10/07/2020 12:30;10/07/2020 12:59;10/07/2020 14:00;10/07/2020 14:17;REALIZADO
GLO;1783;0;N;SBFZ;SBGR;10/07/2020 12:30;10/07/2020 12:34;10/07/2020 16:05;10/07/2020 15:57;REALIZADO
GLO;1791;0;N;SBRF;SBGR;10/07/2020 12:30;10/07/2020 12:40;10/07/2020 15:55;10/07/2020 15:46;REALIZADO
AZU;4434;0;N;SBRF;SBSL;10/07/2020 12:35;10/07/2020 12:34;10/07/2020 14:35;10/07/2020 14:23;REALIZADO
GLO;1709;0;N;SBMO;SBGR;10/07/2020 12:35;10/07/2020 12:40;10/07/2020 15:40;10/07/2020 15:37;REALIZADO
GLO;1870;0;N;SBSL;SBTE;10/07/2020 12:35;10/07/2020 12:21;10/07/2020 13:30;10/07/2020 13:09;REALIZADO
TAM;3602;0;N;SBGR;SBRF;10/07/2020 12:35;10/07/2020 12:34;10/07/2020 15:40;10/07/2020 15:40;REALIZADO
TAM;3894;0;N;SBGR;SBSG;10/07/2020 12:35;10/07/2020 12:33;10/07/2020 15:45;10/07/2020 15:47;REALIZADO
TAM;4695;0;N;SBGR;SBFI;10/07/2020 12:35;10/07/2020 12:26;10/07/2020 14:20;10/07/2020 14:05;REALIZADO
AZU;4424;0;N;SBRF;SBJU;10/07/2020 12:40;10/07/2020 12:40;10/07/2020 13:45;10/07/2020 13:44;REALIZADO
GLO;1737;0;N;SBSG;SBGR;10/07/2020 12:40;10/07/2020 12:38;10/07/2020 16:10;10/07/2020 15:57;REALIZADO
GLO;1901;0;N;SBRF;SBSV;10/07/2020 12:40;10/07/2020 12:46;10/07/2020 13:50;10/07/2020 14:04;REALIZADO
GLO;1927;0;N;SBVT;SBSV;10/07/2020 12:40;10/07/2020 12:36;10/07/2020 14:10;10/07/2020 14:17;REALIZADO
PAM;5934;0;N;SBEG;SWEI;10/07/2020 12:40;;10/07/2020 15:55;;CANCELADO
PTB;2362;0;N;SBRP;SBRJ;10/07/2020 12:40;10/07/2020 12:35;10/07/2020 14:10;10/07/2020 14:10;REALIZADO
TAM;3633;0;N;SBRJ;SBGR;10/07/2020 12:40;10/07/2020 12:31;10/07/2020 13:40;10/07/2020 13:32;REALIZADO
TAM;3692;0;N;SBGR;SBBR;10/07/2020 12:40;10/07/2020 12:40;10/07/2020 14:20;10/07/2020 14:18;REALIZADO
AZU;4374;0;N;SBBE;SBMQ;10/07/2020 12:45;10/07/2020 13:35;10/07/2020 13:40;10/07/2020 14:22;REALIZADO
AZU;4414;0;N;SBRJ;SBVT;10/07/2020 12:45;10/07/2020 12:38;10/07/2020 14:05;10/07/2020 14:03;REALIZADO
AZU;4438;0;N;SBRF;SBSG;10/07/2020 12:45;10/07/2020 12:42;10/07/2020 13:50;10/07/2020 13:45;REALIZADO
AZU;9904;0;C;SBEG;SBKP;10/07/2020 12:45;10/07/2020 12:40;10/07/2020 16:45;10/07/2020 16:15;REALIZADO
TAM;3286;0;N;SBGR;SBPA;10/07/2020 12:45;10/07/2020 13:10;10/07/2020 14:25;10/07/2020 14:45;REALIZADO
TAM;3591;0;N;SBBR;SBCG;10/07/2020 12:45;10/07/2020 12:38;10/07/2020 14:20;10/07/2020 14:15;REALIZADO
AZU;4380;0;N;SBEG;SBBV;10/07/2020 12:50;10/07/2020 13:04;10/07/2020 14:05;10/07/2020 14:19;REALIZADO
AZU;4426;0;N;SBRF;SBPL;10/07/2020 12:50;10/07/2020 12:47;10/07/2020 14:10;10/07/2020 14:00;REALIZADO
TAM;3160;0;N;SBFZ;SBGR;10/07/2020 12:50;10/07/2020 12:54;10/07/2020 16:20;10/07/2020 16:12;REALIZADO
TAM;3674;0;N;SBBR;SBCY;10/07/2020 12:50;10/07/2020 12:44;10/07/2020 14:35;10/07/2020 14:19;REALIZADO
TAM;4622;0;N;SBGR;SBUL;10/07/2020 12:50;10/07/2020 12:46;10/07/2020 14:10;10/07/2020 13:52;REALIZADO
AZU;4526;0;N;SBRF;SBMO;10/07/2020 12:55;10/07/2020 12:48;10/07/2020 13:45;10/07/2020 13:41;REALIZADO
GLO;1916;0;N;SBJP;SBSV;10/07/2020 12:55;10/07/2020 12:40;10/07/2020 14:10;10/07/2020 13:59;REALIZADO
AZU;4384;0;N;SBCY;SBRD;10/07/2020 13:00;10/07/2020 12:49;10/07/2020 13:55;10/07/2020 13:39;REALIZADO
AZU;4422;0;N;SBCY;SBSI;10/07/2020 13:00;10/07/2020 12:43;10/07/2020 14:00;10/07/2020 13:37;REALIZADO
AZU;9510;9;N;SBBH;SBCJ;10/07/2020 13:00;10/07/2020 13:06;10/07/2020 15:50;10/07/2020 15:42;REALIZADO
AZU;9981;0;C;SBKP;SBNF;10/07/2020 13:00;10/07/2020 13:03;10/07/2020 14:10;10/07/2020 14:10;REALIZADO
GLO;1745;0;N;SBJU;SBGR;10/07/2020 13:00;10/07/2020 12:51;10/07/2020 16:05;10/07/2020 15:43;REALIZADO
GLO;1896;0;N;SBBE;SBMQ;10/07/2020 13:00;10/07/2020 13:06;10/07/2020 13:55;10/07/2020 13:59;REALIZADO
GLO;1931;0;N;SBVC;SBSV;10/07/2020 13:00;10/07/2020 12:45;10/07/2020 14:00;10/07/2020 13:42;REALIZADO
OWT;5620;0;C;SBCF;SBPL;10/07/2020 13:00;10/07/2020 13:13;10/07/2020 14:30;10/07/2020 17:33;REALIZADO
QTR;8158;0;G;SEQM;MPTO;10/07/2020 13:00;;10/07/2020 14:55;;CANCELADO
TAM;3927;0;N;SBRJ;SBSP;10/07/2020 13:00;10/07/2020 12:55;10/07/2020 14:05;10/07/2020 13:56;REALIZADO
AZU;4331;0;N;SBRF;SBKP;10/07/2020 13:05;10/07/2020 12:56;10/07/2020 16:20;10/07/2020 15:56;REALIZADO
GLO;1892;0;N;SBEG;SBBV;10/07/2020 13:05;10/07/2020 13:05;10/07/2020 14:25;10/07/2020 14:23;REALIZADO
MPH;7342;0;X;SCEL;SEQM;10/07/2020 13:05;10/07/2020 14:45;10/07/2020 18:15;10/07/2020 19:55;REALIZADO
GLO;1064;0;N;SBGR;SBGL;10/07/2020 13:10;10/07/2020 13:21;10/07/2020 14:10;10/07/2020 14:08;REALIZADO
GLO;1300;0;N;SBGR;SBFL;10/07/2020 13:10;10/07/2020 13:15;10/07/2020 14:20;10/07/2020 14:36;REALIZADO
GLO;1739;0;N;SBPL;SBGR;10/07/2020 13:10;10/07/2020 13:03;10/07/2020 15:55;10/07/2020 15:36;REALIZADO
GLO;1878;0;N;SBMO;SBAR;10/07/2020 13:10;10/07/2020 13:04;10/07/2020 14:00;10/07/2020 13:52;REALIZADO
GLO;1912;0;N;SBBE;SBSN;10/07/2020 13:10;10/07/2020 13:02;10/07/2020 14:30;10/07/2020 14:29;REALIZADO
TAM;3559;0;N;SBGR;SBCG;10/07/2020 13:10;10/07/2020 13:02;10/07/2020 15:00;10/07/2020 14:50;REALIZADO
GLO;1072;0;N;SBGR;SBRJ;10/07/2020 13:15;10/07/2020 13:11;10/07/2020 14:15;10/07/2020 14:00;REALIZADO
GLO;1750;0;N;SBGR;SBIL;10/07/2020 13:15;10/07/2020 13:21;10/07/2020 15:05;10/07/2020 15:17;REALIZADO
OWT;5597;0;N;SWJN;SWTS;10/07/2020 13:15;10/07/2020 13:00;10/07/2020 14:40;10/07/2020 14:26;REALIZADO
TAM;3070;0;N;SBGR;SBRJ;10/07/2020 13:15;10/07/2020 13:04;10/07/2020 14:20;10/07/2020 13:53;REALIZADO
AZU;4378;0;N;SBKP;SBTE;10/07/2020 13:20;10/07/2020 13:21;10/07/2020 16:25;10/07/2020 16:21;REALIZADO
OWT;5052;0;N;SBKP;SBML;10/07/2020 13:20;10/07/2020 13:10;10/07/2020 14:40;10/07/2020 14:36;REALIZADO
AZU;4318;0;N;SBKP;SBCF;10/07/2020 13:25;10/07/2020 13:31;10/07/2020 14:40;10/07/2020 14:36;REALIZADO
AZU;4390;0;N;SBKP;SBSR;10/07/2020 13:25;10/07/2020 13:19;10/07/2020 14:40;10/07/2020 14:29;REALIZADO
AZU;4400;0;N;SBKP;SBLO;10/07/2020 13:25;10/07/2020 13:23;10/07/2020 14:40;10/07/2020 14:24;REALIZADO
GLO;1782;0;N;SBGR;SBFZ;10/07/2020 13:25;10/07/2020 13:15;10/07/2020 16:45;10/07/2020 16:39;REALIZADO
TAM;9554;2;I;SBGR;SBFZ;10/07/2020 13:25;10/07/2020 13:28;10/07/2020 17:00;10/07/2020 16:44;REALIZADO
AZU;4352;0;N;SBKP;SBRJ;10/07/2020 13:30;10/07/2020 13:29;10/07/2020 14:35;10/07/2020 14:22;REALIZADO
GLO;1130;0;N;SBGR;SBCY;10/07/2020 13:30;10/07/2020 13:24;10/07/2020 15:45;10/07/2020 15:39;REALIZADO
GLO;1726;0;N;SBGR;SBRF;10/07/2020 13:30;10/07/2020 13:31;10/07/2020 16:35;10/07/2020 16:33;REALIZADO
GLO;1764;0;N;SBGR;SBSL;10/07/2020 13:30;10/07/2020 13:30;10/07/2020 16:55;10/07/2020 16:56;REALIZADO
LTG;8460;0;G;SBKP;SBEG;10/07/2020 13:30;10/07/2020 13:07;10/07/2020 17:15;10/07/2020 17:00;REALIZADO
OWT;5423;0;C;SBSV;SBVT;10/07/2020 13:30;10/07/2020 13:17;10/07/2020 16:50;10/07/2020 16:26;REALIZADO
TAM;3139;0;N;SBRF;SBGR;10/07/2020 13:30;10/07/2020 13:24;10/07/2020 16:45;10/07/2020 16:30;REALIZADO
AZU;4310;0;N;SBKP;SBCT;10/07/2020 13:35;10/07/2020 13:39;10/07/2020 14:40;10/07/2020 14:36;REALIZADO
GLO;1717;0;N;SBSV;SBGR;10/07/2020 13:35;10/07/2020 13:27;10/07/2020 16:15;10/07/2020 15:58;REALIZADO
GLO;1718;0;N;SBGR;SBSV;10/07/2020 13:35;10/07/2020 13:37;10/07/2020 16:00;10/07/2020 15:48;REALIZADO
TAM;Z4500;0;N;SBBE;SBGR;10/07/2020 13:35;;10/07/2020 17:05;;CANCELADO
BOV;735;2;X;SBGR;SLVR;10/07/2020 13:40;10/07/2020 15:06;10/07/2020 16:25;10/07/2020 18:00;REALIZADO
GLO;1302;0;N;SBGR;SBPA;10/07/2020 13:40;10/07/2020 13:39;10/07/2020 15:20;10/07/2020 15:18;REALIZADO
GLO;1734;0;N;SBGR;SBMO;10/07/2020 13:40;10/07/2020 13:39;10/07/2020 16:30;10/07/2020 16:27;REALIZADO
GLO;1768;0;N;SBGR;SBTE;10/07/2020 13:40;10/07/2020 13:37;10/07/2020 16:50;10/07/2020 16:38;REALIZADO
AZU;4330;0;N;SBKP;SBRF;10/07/2020 13:45;10/07/2020 13:50;10/07/2020 16:40;10/07/2020 16:48;REALIZADO
AZU;4421;0;N;SBMK;SBCF;10/07/2020 13:45;10/07/2020 13:33;10/07/2020 14:50;10/07/2020 14:32;REALIZADO
GLO;1160;0;N;SBGR;SBGO;10/07/2020 13:45;10/07/2020 13:48;10/07/2020 15:20;10/07/2020 15:20;REALIZADO
GLO;1170;0;N;SBGR;SBSI;10/07/2020 13:45;10/07/2020 13:48;10/07/2020 16:30;10/07/2020 16:28;REALIZADO
GLO;1772;0;N;SBGR;SBAR;10/07/2020 13:45;10/07/2020 13:47;10/07/2020 16:20;10/07/2020 16:25;REALIZADO
GLO;1894;0;N;SBPV;SBRB;10/07/2020 13:45;10/07/2020 13:30;10/07/2020 14:55;10/07/2020 14:27;REALIZADO
AZU;4388;0;N;SBKP;SBRP;10/07/2020 13:50;10/07/2020 13:58;10/07/2020 14:55;10/07/2020 14:53;REALIZADO
AZU;5245;0;N;SBTT;SBEG;10/07/2020 13:50;10/07/2020 13:30;10/07/2020 15:40;10/07/2020 15:08;REALIZADO
AZU;4302;0;N;SBKP;SBPA;10/07/2020 13:55;10/07/2020 13:53;10/07/2020 15:40;10/07/2020 15:24;REALIZADO
AZU;9961;0;C;SBNF;SBKP;10/07/2020 13:55;10/07/2020 13:19;10/07/2020 15:20;10/07/2020 14:40;REALIZADO
AZU;4396;0;N;SBKP;SBBR;10/07/2020 14:00;10/07/2020 13:57;10/07/2020 15:45;10/07/2020 15:26;REALIZADO
AZU;4402;0;N;SBRJ;SBPA;10/07/2020 14:00;10/07/2020 14:05;10/07/2020 16:00;10/07/2020 16:01;REALIZADO
GLO;1879;0;N;SBAR;SBMO;10/07/2020 14:00;10/07/2020 13:44;10/07/2020 14:50;10/07/2020 14:23;REALIZADO
AZU;4370;0;N;SBKP;SBSV;10/07/2020 14:05;10/07/2020 14:01;10/07/2020 16:25;10/07/2020 16:13;REALIZADO
AZU;4408;0;N;SBKP;SBVT;10/07/2020 14:10;10/07/2020 14:41;10/07/2020 15:45;10/07/2020 16:06;REALIZADO
GLO;1303;0;N;SBPA;SBGR;10/07/2020 14:10;10/07/2020 13:57;10/07/2020 15:50;10/07/2020 15:31;REALIZADO
OWT;5585;0;N;SBEG;SWPI;10/07/2020 14:10;10/07/2020 14:10;10/07/2020 15:45;10/07/2020 15:49;REALIZADO
AZU;4358;0;N;SBKP;SBCG;10/07/2020 14:15;10/07/2020 14:20;10/07/2020 15:55;10/07/2020 15:56;REALIZADO
LAE;1825;0;X;KMIA;SBGL;10/07/2020 14:15;10/07/2020 14:49;10/07/2020 22:40;10/07/2020 23:28;REALIZADO
AZU;4338;0;N;SBKP;SBCY;10/07/2020 14:20;10/07/2020 14:16;10/07/2020 16:25;10/07/2020 16:21;REALIZADO
AZU;4337;0;N;SBCY;SBKP;10/07/2020 14:25;10/07/2020 14:22;10/07/2020 16:30;10/07/2020 16:08;REALIZADO
AZU;4435;0;N;SBSL;SBRF;10/07/2020 14:30;10/07/2020 14:26;10/07/2020 16:25;10/07/2020 16:23;REALIZADO
AZU;4437;0;N;SBAR;SBRF;10/07/2020 14:30;10/07/2020 14:20;10/07/2020 15:50;10/07/2020 15:34;REALIZADO
AZU;9980;0;C;SBGL;SBKP;10/07/2020 14:30;10/07/2020 14:36;10/07/2020 15:55;10/07/2020 15:57;REALIZADO
TAM;3627;0;N;SBIL;SBGR;10/07/2020 14:30;10/07/2020 14:34;10/07/2020 16:40;10/07/2020 16:35;REALIZADO
TAM;3179;0;N;SBVT;SBGR;10/07/2020 14:35;10/07/2020 14:22;10/07/2020 16:10;10/07/2020 15:52;REALIZADO
TAM;4616;0;N;SBGO;SBGR;10/07/2020 14:35;10/07/2020 14:34;10/07/2020 16:15;10/07/2020 16:04;REALIZADO
AZU;4433;0;N;SBSN;SBBE;10/07/2020 14:40;10/07/2020 15:00;10/07/2020 16:00;10/07/2020 16:21;REALIZADO
AZU;4527;0;N;SBMO;SBRF;10/07/2020 14:40;10/07/2020 14:38;10/07/2020 15:30;10/07/2020 15:25;REALIZADO
GLO;1878;0;N;SBAR;SBGL;10/07/2020 14:40;10/07/2020 14:35;10/07/2020 17:05;10/07/2020 16:58;REALIZADO
GLO;1915;0;N;SBSV;SBSG;10/07/2020 14:40;10/07/2020 14:27;10/07/2020 16:10;10/07/2020 16:03;REALIZADO
PTB;2363;0;N;SBRJ;SBRP;10/07/2020 14:40;10/07/2020 14:35;10/07/2020 16:30;10/07/2020 16:25;REALIZADO
TAM;3808;0;N;SBBR;SBSP;10/07/2020 14:40;10/07/2020 14:39;10/07/2020 16:25;10/07/2020 16:07;REALIZADO
AZU;4305;0;N;SBPA;SBKP;10/07/2020 14:45;10/07/2020 14:43;10/07/2020 16:20;10/07/2020 16:12;REALIZADO
AZU;4423;0;N;SBSI;SBCY;10/07/2020 14:45;10/07/2020 14:31;10/07/2020 15:40;10/07/2020 15:25;REALIZADO
GLO;1713;0;N;SBSV;SBSP;10/07/2020 14:45;10/07/2020 14:37;10/07/2020 17:25;10/07/2020 17:02;REALIZADO
AZU;4333;0;N;SBFZ;SBRF;10/07/2020 14:50;10/07/2020 15:33;10/07/2020 16:05;10/07/2020 16:43;REALIZADO
AZU;4425;0;N;SBJU;SBRF;10/07/2020 14:50;10/07/2020 14:38;10/07/2020 15:55;10/07/2020 15:37;REALIZADO
AZU;4439;0;N;SBSG;SBRF;10/07/2020 14:50;10/07/2020 14:35;10/07/2020 15:45;10/07/2020 15:28;REALIZADO
AZU;4463;0;N;SBHT;SBBE;10/07/2020 14:50;10/07/2020 14:53;10/07/2020 16:20;10/07/2020 16:17;REALIZADO
GLO;1707;0;N;SBSV;SBFZ;10/07/2020 14:50;10/07/2020 14:35;10/07/2020 16:35;10/07/2020 16:33;REALIZADO
GLO;1900;0;N;SBSV;SBRF;10/07/2020 14:50;10/07/2020 14:43;10/07/2020 16:05;10/07/2020 16:03;REALIZADO
GLO;1908;0;N;SBSV;SBCF;10/07/2020 14:50;10/07/2020 14:41;10/07/2020 16:35;10/07/2020 16:29;REALIZADO
AZU;4375;0;N;SBMQ;SBBE;10/07/2020 14:55;10/07/2020 15:20;10/07/2020 15:55;10/07/2020 16:12;REALIZADO
AZU;4381;0;N;SBBV;SBEG;10/07/2020 14:55;10/07/2020 15:19;10/07/2020 16:10;10/07/2020 16:34;REALIZADO
AZU;4385;0;N;SBRD;SBCY;10/07/2020 14:55;10/07/2020 14:45;10/07/2020 15:45;10/07/2020 15:22;REALIZADO
AZU;9211;0;N;SBPV;SBCY;10/07/2020 14:55;10/07/2020 14:58;10/07/2020 16:55;10/07/2020 16:42;REALIZADO
GLO;1917;0;N;SBSV;SBJP;10/07/2020 14:55;10/07/2020 14:52;10/07/2020 16:20;10/07/2020 16:23;REALIZADO
GLO;1930;0;N;SBSV;SBVC;10/07/2020 14:55;10/07/2020 14:38;10/07/2020 15:55;10/07/2020 15:36;REALIZADO
GLO;2277;0;N;SBSV;SBRJ;10/07/2020 14:55;10/07/2020 14:43;10/07/2020 17:15;10/07/2020 16:55;REALIZADO
TAM;3669;0;N;SBUL;SBGR;10/07/2020 14:55;10/07/2020 14:47;10/07/2020 16:10;10/07/2020 15:52;REALIZADO
TAM;4587;0;N;SBPJ;SBGR;10/07/2020 14:55;10/07/2020 14:53;10/07/2020 17:15;10/07/2020 17:05;REALIZADO
GLO;1301;0;N;SBFL;SBGR;10/07/2020 15:00;10/07/2020 15:29;10/07/2020 16:10;10/07/2020 16:42;REALIZADO
GLO;1903;0;N;SBSV;SBKP;10/07/2020 15:00;10/07/2020 14:53;10/07/2020 17:30;10/07/2020 17:24;REALIZADO
LCO;1508;0;X;EHAM;EDDF;10/07/2020 15:00;10/07/2020 14:37;10/07/2020 16:10;10/07/2020 15:41;REALIZADO
OWT;5597;0;N;SWTS;SBCY;10/07/2020 15:00;10/07/2020 14:48;10/07/2020 15:40;10/07/2020 15:39;REALIZADO
TTL;9925;7;N;SBEG;SWPI;10/07/2020 15:00;10/07/2020 14:53;10/07/2020 16:10;10/07/2020 16:04;REALIZADO
AZU;4427;0;N;SBPL;SBRF;10/07/2020 15:05;10/07/2020 14:53;10/07/2020 16:20;10/07/2020 16:05;REALIZADO
GLO;1067;0;N;SBGL;SBGR;10/07/2020 15:05;10/07/2020 15:13;10/07/2020 16:15;10/07/2020 16:15;REALIZADO
GLO;1893;0;N;SBBV;SBEG;10/07/2020 15:05;10/07/2020 15:11;10/07/2020 16:25;10/07/2020 16:23;REALIZADO
GLO;1926;0;N;SBSV;SBVT;10/07/2020 15:05;10/07/2020 14:58;10/07/2020 16:35;10/07/2020 16:34;REALIZADO
KLM;792;0;X;SBGR;EHAM;10/07/2020 15:05;10/07/2020 14:57;11/07/2020 02:35;11/07/2020 02:31;REALIZADO
OWT;5053;0;N;SBML;SBKP;10/07/2020 15:05;10/07/2020 14:52;10/07/2020 16:25;10/07/2020 16:17;REALIZADO
TAM;3267;0;N;SBPS;SBGR;10/07/2020 15:05;10/07/2020 14:58;10/07/2020 17:10;10/07/2020 16:56;REALIZADO
TAM;3295;0;N;SBMO;SBGR;10/07/2020 15:05;10/07/2020 15:09;10/07/2020 18:05;10/07/2020 18:02;REALIZADO
TAM;3370;0;N;SBCY;SBGR;10/07/2020 15:05;10/07/2020 14:56;10/07/2020 17:20;10/07/2020 16:56;REALIZADO
TAM;3422;0;N;SBCG;SBBR;10/07/2020 15:05;10/07/2020 14:53;10/07/2020 16:45;10/07/2020 16:16;REALIZADO
TAM;4696;0;N;SBFI;SBGR;10/07/2020 15:05;10/07/2020 14:54;10/07/2020 16:40;10/07/2020 16:26;REALIZADO
UAE;9914;0;G;SEQM;TJBQ;10/07/2020 15:05;;10/07/2020 18:30;;CANCELADO
GEC;8254;0;X;EDDF;GOBD;10/07/2020 15:10;10/07/2020 17:26;10/07/2020 21:20;10/07/2020 23:19;REALIZADO
GLO;2213;0;N;SBFZ;SBGL;10/07/2020 15:10;10/07/2020 15:11;10/07/2020 18:25;10/07/2020 18:15;REALIZADO
GLO;2221;0;N;SBSG;SBGL;10/07/2020 15:10;10/07/2020 14:54;10/07/2020 18:10;10/07/2020 18:06;REALIZADO
TAM;3625;0;N;SBBR;SBGR;10/07/2020 15:10;10/07/2020 15:07;10/07/2020 16:55;10/07/2020 16:46;REALIZADO
GLO;1871;0;N;SBTE;SBSL;10/07/2020 15:15;10/07/2020 15:09;10/07/2020 16:20;10/07/2020 15:56;REALIZADO
GLO;1897;0;N;SBMQ;SBBE;10/07/2020 15:15;10/07/2020 15:11;10/07/2020 16:10;10/07/2020 16:05;REALIZADO
GLO;2225;0;N;SBRF;SBGL;10/07/2020 15:15;10/07/2020 15:00;10/07/2020 18:15;10/07/2020 17:47;REALIZADO
TAM;3269;0;N;SBAR;SBGR;10/07/2020 15:15;10/07/2020 15:13;10/07/2020 18:00;10/07/2020 17:52;REALIZADO
TAM;3287;0;N;SBPA;SBGR;10/07/2020 15:15;10/07/2020 15:35;10/07/2020 16:55;10/07/2020 17:11;REALIZADO
TAM;3637;0;N;SBSV;SBGR;10/07/2020 15:15;10/07/2020 15:09;10/07/2020 17:50;10/07/2020 17:40;REALIZADO
AZU;4391;0;N;SBSR;SBKP;10/07/2020 15:20;10/07/2020 15:08;10/07/2020 16:25;10/07/2020 16:12;REALIZADO
TAM;3599;0;N;SBCY;SBBR;10/07/2020 15:20;10/07/2020 15:17;10/07/2020 16:50;10/07/2020 16:44;REALIZADO
TAM;4603;0;N;SBJP;SBGR;10/07/2020 15:20;10/07/2020 15:26;10/07/2020 18:45;10/07/2020 18:39;REALIZADO
